# host seconds after t0	host UTC at the newline	line
0.7962	2026-09-24T12:02:37.680Z	S00010eff05c4691c44
0.7962	2026-09-24T12:02:37.680Z	S00000eff05c46ad1c9
0.7962	2026-09-24T12:02:37.680Z	S00010eff05c46d1e2c
0.7962	2026-09-24T12:02:37.680Z	S00000eff05c46f3bc9
0.7962	2026-09-24T12:02:37.680Z	S00010eff05c4721ff1
0.7962	2026-09-24T12:02:37.680Z	S00000eff05c473a5c9
0.7962	2026-09-24T12:02:37.680Z	S00010eff05c476218a
0.7962	2026-09-24T12:02:37.680Z	S00000eff05c4780fc9
0.8165	2026-09-24T12:02:37.700Z	S00010eff05c47b2341
0.8165	2026-09-24T12:02:37.700Z	S00000eff05c47c79c9
0.8165	2026-09-24T12:02:37.700Z	S00010eff05c47f2534
0.8165	2026-09-24T12:02:37.700Z	S00000eff05c480e3c9
0.8165	2026-09-24T12:02:37.700Z	S00010eff05c4832699
0.8165	2026-09-24T12:02:37.700Z	S00000eff05c4854dc9
0.8165	2026-09-24T12:02:37.700Z	S00010eff05c48828e6
0.8165	2026-09-24T12:02:37.700Z	S00000eff05c489b7c9
0.8165	2026-09-24T12:02:37.700Z	S00010eff05c48c2a8b
0.8165	2026-09-24T12:02:37.700Z	S00000eff05c48e21c9
0.8165	2026-09-24T12:02:37.700Z	S00010eff05c4912c5f
0.8165	2026-09-24T12:02:37.700Z	S00000eff05c4928bc9
0.8165	2026-09-24T12:02:37.700Z	S00010eff05c4952e1a
0.8377	2026-09-24T12:02:37.722Z	S00000eff05c496f5c9
0.8377	2026-09-24T12:02:37.722Z	S00010eff05c4992fe1
0.8377	2026-09-24T12:02:37.722Z	S00000eff05c49b5fc9
0.8377	2026-09-24T12:02:37.722Z	S00010eff05c49e31f2
0.8377	2026-09-24T12:02:37.722Z	S00000eff05c49fc9c9
0.8377	2026-09-24T12:02:37.722Z	S00010eff05c4a23365
0.8377	2026-09-24T12:02:37.722Z	S00000eff05c4a433c9
0.8377	2026-09-24T12:02:37.722Z	S00010eff05c4a735a7
0.8377	2026-09-24T12:02:37.722Z	S00000eff05c4a89dc9
0.8377	2026-09-24T12:02:37.722Z	S00010eff05c4ab3772
0.8377	2026-09-24T12:02:37.722Z	S00000eff05c4ad07c9
0.8377	2026-09-24T12:02:37.722Z	S00040eff05c4af3cc9
0.8587	2026-09-24T12:02:37.743Z	S00000eff05c4b171c9
0.8587	2026-09-24T12:02:37.743Z	S00010eff05c4b43bc2
0.8587	2026-09-24T12:02:37.743Z	S00000eff05c4b5dbc9
0.8587	2026-09-24T12:02:37.743Z	S00010eff05c4b83d35
0.8587	2026-09-24T12:02:37.743Z	S00040eff05c4ba45c9
0.8587	2026-09-24T12:02:37.743Z	S00000eff05c4bc7ac9
0.8587	2026-09-24T12:02:37.743Z	S00010eff05c4bf40ae
0.8587	2026-09-24T12:02:37.743Z	S00000eff05c4c0e4c9
0.8587	2026-09-24T12:02:37.743Z	S00010eff05c4c34279
0.8587	2026-09-24T12:02:37.743Z	S00040eff05c4c54ec9
0.8794	2026-09-24T12:02:37.763Z	S00000eff05c4c783c9
0.8794	2026-09-24T12:02:37.763Z	S00010eff05c4ca4549
0.8794	2026-09-24T12:02:37.763Z	S00000eff05c4cbedc9
0.8794	2026-09-24T12:02:37.763Z	S00010eff05c4ce4702
0.8794	2026-09-24T12:02:37.763Z	S00040eff05c4d057c9
0.8794	2026-09-24T12:02:37.763Z	S00000eff05c4d28cc9
